TALLEBUDGERA VALLEY,153.30303153,153.42557330,-28.12468804,-28.23020180
MCKINLAY,140.85580853,141.67624672,-20.87354621,-21.91217732
MUTTABURRA,144.52410602,144.55382887,-22.57367780,-22.61143757
LOWER BEECHMONT,153.21499211,153.25998899,-28.01155920,-28.08150566
AMITY,153.43747345,153.46917669,-27.39023365,-27.40687356
CHARLEVILLE,146.15298206,146.39412816,-26.24362040,-26.52600702
BOOGAN,145.99931051,146.03225970,-17.58953439,-17.62548032
MOUNT ENNISKILLEN,145.89393661,146.20610052,-24.52495524,-24.84829253
NORTH MACLAGAN,151.66801845,151.70568257,-27.01242948,-27.04886793
HORSE CAMP,151.84314350,151.91162855,-25.02856284,-25.11297969
GOORGANGA PLAINS,148.60523900,148.65173151,-20.47441773,-20.49532393
REIDS CREEK,151.47627103,151.59145115,-25.47177189,-25.57548966
GLENWOOD,152.59752847,152.66170580,-25.88611786,-25.97509591
THE LIMITS,151.64012941,151.68396781,-25.64697059,-25.70957407
BULIMBA,153.05090115,153.07060471,-27.44236001,-27.45689838
BUNGEWORGORAI,148.49949782,148.71063215,-26.35755081,-26.59348064
FITZGERALD CREEK,145.94996438,146.00168356,-17.47963350,-17.50579674
WEALWANDANGIE,147.82634950,148.19944514,-24.30222260,-24.59628893
CASTLE CREEK,150.15917991,150.50747524,-24.67762236,-24.88516729
KIMBERLEY,145.40142594,145.47745993,-16.24938361,-16.27692740
BALLAROO,148.32173055,148.82520665,-26.97942727,-27.36667292
THULIMBAH,151.91166577,151.95796924,-28.53685852,-28.57138792
STRETTON,153.05541058,153.07910357,-27.61165607,-27.63969105
ALBION,142.07329317,153.04892901,-21.01008327,-27.44149590
TALGAI,151.83277456,151.93601249,-28.00884470,-28.07298088
CALICO CREEK,152.63153962,152.67084897,-26.27873915,-26.31731618
KINDON,150.70625609,151.02082609,-27.98542590,-28.19487717
SOUTH STRADBROKE,153.40993327,153.42799807,-27.80423979,-27.91589238
WILDASH,152.02375697,152.10376991,-28.27005742,-28.39933094
ALSACE,149.18778336,149.39114778,-23.23141256,-23.37207681
FRESHWATER,145.70303563,145.72321112,-16.87674852,-16.88886688
MOUNT COOT-THA,152.91969299,152.97791715,-27.46108243,-27.48937816
WOONDUL,151.01691359,151.08013489,-28.05835186,-28.11205848
DUNNROCK,149.16474479,149.18556304,-21.24999349,-21.27582677
UPPER GLASTONBURY,152.41873749,152.56118745,-26.24307278,-26.34416185
WANDAL,150.48194594,150.50624021,-23.36031165,-23.37913045
SHELBURNE,142.55506896,143.09524643,-11.72771489,-12.15736879
TAKILBERAN,151.64063413,151.84453829,-24.81544043,-24.96071175
FAIRDALE,151.75459961,151.78493212,-26.25767144,-26.28286465
MOTLEY,151.60111500,151.63097000,-27.53148241,-27.55400378
BROOKSTEAD,151.34973558,151.49977964,-27.63969886,-27.79457088
SMITHLEA,151.02867132,151.12278567,-28.75358526,-28.84204425
KIN KORA,151.23947649,151.25434989,-23.87068431,-23.88531835
IDERAWAY,151.57492843,151.65247375,-25.54831654,-25.59671178
HURRICANE,144.37883978,144.63904276,-16.43321447,-16.65128811
UPPER DAINTREE,145.26563568,145.31528287,-16.16775441,-16.25288279
BUNDOORA,148.45132399,148.56004621,-22.88800004,-23.07554650
ELECTRA,152.09398033,152.13644227,-24.97137433,-25.03247892
SOUTH JOHNSTONE,145.98201081,146.00483389,-17.59015845,-17.60766715
MALANDA,145.52837545,145.64459247,-17.32391565,-17.41683387
ROSSVALE,151.55552958,151.61416123,-27.60222011,-27.64934804
WILSTON,153.01275181,153.02410470,-27.42661013,-27.44170178
CLEMANT,146.42181253,146.51530165,-19.06726824,-19.15802979
WOOLEIN,150.12154026,150.21113313,-24.21372914,-24.30972917
RIPLEY,152.76355565,152.80542078,-27.65594884,-27.68938621
BULLAWARRA,143.41306300,143.41306300,-28.13586400,-28.13586400
DALCOUTH,151.96705654,152.01150821,-28.63416274,-28.68205744
EAGLEFIELD,147.74840330,147.80616433,-21.49715464,-21.54562198
CLEAR MOUNTAIN,152.86620884,152.91623776,-27.29497351,-27.34255689
GARRAWALT,145.85896301,145.86618471,-18.48801158,-18.49326846
BERRINBA,153.06833153,153.09922752,-27.64520525,-27.67685461
COLES CREEK,152.71557020,152.76396858,-26.34124614,-26.37149335
ROCKMOUNT,151.99890218,152.06740946,-27.65358251,-27.70266588
TULLY HEADS,146.04423933,146.06040837,-17.99878568,-18.02586430
HAZELDEAN,152.50673427,152.58816440,-26.95989957,-27.09245992
EAST HALDON,152.19981337,152.30762934,-27.82862663,-27.95168331
GREEN HILL,145.79833964,145.84051025,-16.99350487,-17.06261203
CAMOOLA,144.18466149,144.51455746,-22.63403897,-23.25485577
PARK RIDGE SOUTH,153.00591114,153.06375231,-27.71643142,-27.73711722
MOUNT EMLYN,151.27083499,151.31275959,-28.00945506,-28.04766972
CAMPBELLS POCKET,152.78485316,152.82475043,-27.05797589,-27.09412661
CATTLE CREEK,150.74924324,151.34014294,-25.42777436,-27.73784986
WARNOAH,149.80227832,149.97363311,-24.54098184,-24.85831307
EL ARISH,145.99177156,146.02033971,-17.78370920,-17.82298851
KAMERUNGA,145.66681183,145.70621681,-16.87061336,-16.88876261
LABRADOR,153.38418613,153.41020506,-27.93502113,-27.95642322
DYKEHEAD,150.95132381,151.19111048,-25.59172573,-25.72131890
SUMNER,152.92127972,152.94160106,-27.55974655,-27.57004309
OAK BEACH,145.51023963,145.52253604,-16.58385038,-16.60265108
GREENUP,151.25407327,151.31444654,-28.49078067,-28.71653967
MOUNT TARAMPA,152.43889222,152.53015814,-27.43760756,-27.49642427
THORNDALE,151.83887608,151.88019244,-28.68308270,-28.72356481
OAK VALLEY,146.80673774,146.83576043,-19.37942641,-19.43705633
RAWBELLE,150.55286744,150.97654687,-24.84146168,-25.11037584
BLUEWATER,146.46851309,146.59968367,-19.10539334,-19.20153453
CHERRY GULLY,152.04282292,152.07072262,-28.40111925,-28.46891675
O'CONNELL,151.24801512,151.28967629,-23.91081341,-23.94718833
MOUNT KILCOY,152.53634104,152.60426800,-26.77965431,-26.91965201
LOWESBY,148.65094215,148.78037617,-24.24191790,-24.43986587
DEPOT HILL,150.50754290,150.52950796,-23.38444803,-23.40286817
LAWES,152.31178873,152.34325869,-27.54592968,-27.59218764
BRIDGEMAN DOWNS,152.98021195,153.00890701,-27.33098753,-27.37304089
CLERMONT,147.10062499,147.80205376,-22.52470569,-22.97865442
COEN,142.79546891,143.68551361,-13.37342574,-14.08194352
BEAUFORT,146.77255023,146.92306692,-23.37034384,-23.60566061
BREADALBANE,148.58320495,148.61620330,-20.41372955,-20.43902015
ST LUCIA,152.98863220,153.01725195,-27.49031739,-27.50896859
COOLOOLA,153.04582135,153.07097800,-25.97735000,-26.00924563
NEBO,148.57650095,149.01179954,-21.52785940,-21.78897764
EUNGELLA,148.45658557,148.50647465,-21.08585586,-21.17437881
BONGEEN,151.41414821,151.49455143,-27.47201062,-27.64085700
VALDORA,152.98681048,153.03029435,-26.52357505,-26.56310264
EAST PALMERSTON,145.80626651,145.88420230,-17.56281129,-17.62642053
CLIFFORD,149.33396866,149.45057979,-25.99181482,-26.31025612
THOMPSON POINT,150.73064438,150.86337377,-23.40661491,-23.51099101
GOWRIE LITTLE PLAIN,151.83116974,151.86476664,-27.41503415,-27.44639705
ROWES BAY,146.77615255,146.79086161,-19.23387889,-19.25230999
GOODAR,149.98894788,150.25182591,-28.19255017,-28.50323923
KILKIVAN,152.16247606,152.30879590,-25.99741310,-26.16379494
BLUFF,148.93294197,149.21352401,-23.38153566,-23.63565197
DALYSFORD,151.87312939,151.91988956,-24.98769701,-25.04372955
REESVILLE,152.74310979,152.83326440,-26.73491491,-26.78459017
GORANBA,150.54192439,150.73595076,-27.16330291,-27.39543153
KIRKNIE,147.23374185,147.39455269,-19.71075628,-19.99205771
RAMSAY,151.92519983,152.04322814,-27.67978616,-27.75853703
EAGLE FARM,153.07190081,153.10208943,-27.41623439,-27.44320533
BINGIL BAY,146.08223724,146.10107676,-17.81667301,-17.83665258
UPPER YARRAMAN,151.83946813,151.92614924,-26.87358211,-26.92020034
KANIMBLA,145.71493101,145.72966895,-16.91149463,-16.93005004
NEURUM,152.66167649,152.73767910,-26.94326361,-27.00677918
PORCUPINE,144.01691860,144.74355061,-19.64170892,-20.72479680
KNAPP CREEK,152.72710434,152.89166965,-28.09980401,-28.15079460
TOOWOOMBA CITY,151.94251736,151.95888871,-27.55086207,-27.56890967
FISHERY FALLS,145.87224489,145.90853674,-17.15836906,-17.20974208
JARDINE,150.35276327,150.42311291,-23.01225062,-23.09985647
ALDERSHOT,152.63641531,152.68825641,-25.44500867,-25.48103817
BARKLY,138.00013405,138.82068235,-20.00414377,-21.13748722
DOUGHBOY,151.80793712,151.88156273,-25.10556100,-25.16777623
SHARON,152.19632624,152.28747679,-24.83227994,-24.91125125
NO 5 BRANCH,146.00028383,146.01743700,-17.71601247,-17.73099613
YULEBA SOUTH,149.29448764,149.46029863,-26.60132779,-26.81236988
JARVISFIELD,147.40659817,147.56531011,-19.53425384,-19.62207765
EVANSLEA,151.48372022,151.56212682,-27.48991448,-27.57053554
WURDONG HEIGHTS,151.26241937,151.31998537,-23.94476248,-24.00020622
CHERMSIDE,153.02069529,153.04506861,-27.37505796,-27.39518660
TABOOBA,152.92667823,153.00815197,-28.11712193,-28.15138220
EROMANGA,142.22894084,144.00818297,-25.58039667,-26.76755700
MOUNT SURPRISE,144.15898600,144.39387213,-17.98707355,-18.30624332
SCRUBBY CREEK,145.47718228,152.58138309,-25.42126482,-26.23824879
IVERAGH,151.34598652,151.46802589,-24.05595713,-24.17010263
KAIRABAH,153.12649554,153.15611631,-27.82465678,-27.84623610
DRUMMONDSLOPE,146.45836904,146.69483653,-23.63351107,-24.30325679
WANDOAN,149.66345206,150.11638938,-26.02230684,-26.24224233
MOUNT MARLOW,148.60446116,148.65464853,-20.34240425,-20.36142988
RAINBOW BEACH,153.05771678,153.09597967,-25.88242237,-25.91316288
ORION,148.12426048,148.53465488,-24.10669796,-24.32175492
BENTLEY PARK,145.70591962,145.74426998,-16.99913821,-17.02048397
IREDALE,152.08087253,152.13564485,-27.55812373,-27.60024424
WEST GLADSTONE,151.23577832,151.25977001,-23.84433951,-23.87141108
THANGOOL,150.43552793,150.75420997,-24.42395089,-24.72691549
WRIGHTS CREEK,145.75548121,145.79239213,-16.99965052,-17.05321851
WEST POINT,146.78190505,146.81174815,-19.13164181,-19.15280998
DARLING HEIGHTS,151.90765829,151.93751784,-27.59069305,-27.62037707
HARRISTOWN,151.91263884,151.94164959,-27.56480686,-27.59150318
GEHAM,151.94779153,152.03604114,-27.35209913,-27.41803214
COONDOO,152.86766899,152.93247171,-26.16883285,-26.20249633
EARLVILLE,145.71963881,145.74876400,-16.93742775,-16.95484756
MOOLOOLAH VALLEY,152.93414199,152.99579176,-26.73962992,-26.78391902
MONTROSE,150.53054006,151.78302060,-26.95625156,-28.16108147
MOUNT STEADMAN,151.75789838,151.81372150,-25.41878860,-25.49179200
CALGOA,152.19499658,152.28802235,-25.84248899,-25.89321954
ADAVALE,144.03337358,145.31659712,-25.22366597,-26.94867045
MYALL PARK,150.15028355,150.21631008,-26.53441288,-26.62253449
MEXICO,145.93637084,146.35993233,-23.60476310,-23.96161998
SCARBOROUGH,153.10020400,153.11823573,-27.19077943,-27.21605512
ZILZIE,150.77384104,150.82815050,-23.26753838,-23.30925182
WESTVALE,152.56894340,152.66793150,-26.97909815,-27.06504823
EIDSVOLD,150.96214030,151.17839885,-25.26254039,-25.47293502
MCILWRAITH,151.97046536,152.03282391,-24.97578575,-25.02268632
GLENDALE,150.42512053,150.48864242,-23.23731553,-23.26792189
IRVINGDALE,151.35292833,151.56213030,-27.10216926,-27.22335099
YARRADEN,143.26364770,143.45962406,-14.29193803,-14.52227900
LOWER CRESSBROOK,152.44629496,152.49818175,-27.06739618,-27.10055377
INSKIP,153.06134886,153.08030239,-25.81262392,-25.87571935
TARRAMBA,150.16570815,150.33934677,-24.50985079,-24.75943290
CAFFEY,152.19129251,152.23422422,-27.68580136,-27.70942678
GLASTONBURY,152.49268880,152.57081302,-26.14885952,-26.24192942
WYARALONG,152.73782446,152.89833286,-27.88850386,-27.95468900
KAWANA,150.49329662,150.51912629,-23.32095198,-23.35848868
MOUNT COOLON,146.87123214,147.77059580,-20.99500190,-21.68062866
TINANA,152.62892480,152.71512446,-25.51393481,-25.57782976
RODDS BAY,151.56326944,151.68955437,-24.05684103,-24.15678997
CALAVOS,152.39233080,152.46549904,-24.89774308,-24.96947496
LAVELLE,151.25482736,151.30973870,-27.97991313,-28.02530415
JUBILEE HEIGHTS,146.02154715,146.05408477,-17.45373615,-17.49672521
MOUNT ST JOHN,146.72526269,146.75769042,-19.24054901,-19.26219118
STUART,146.82521363,146.90973810,-19.27092309,-19.36822368
SCOTCHY POCKET,152.49996698,152.56835731,-25.96369122,-26.04062322
CARMILA,149.26440605,149.48148667,-21.75542393,-21.99343655
KINNOUL,149.38383997,149.73485766,-25.57629398,-25.79594314
TANDORA,152.77655792,152.85294314,-25.43066344,-25.46496486
KUREELPA,152.87816279,152.91735867,-26.58916953,-26.62779311
CONA CREEK,147.73533401,148.04689484,-24.07314949,-24.37925531
D'AGUILAR,152.76867375,152.83112652,-26.97351003,-26.99659915
O'BIL BIL,151.21421172,151.28447817,-25.49443197,-25.55462366
MONKLAND,152.67313738,152.69515320,-26.18338768,-26.22623090
SEVERNLEA,151.88242209,151.94531704,-28.67831942,-28.73008708
TINANA SOUTH,152.62471239,152.70078059,-25.57026848,-25.62041568
CLARENDON,152.48831228,152.56381946,-27.41483695,-27.44602086
TOCAL,143.41663703,144.03993223,-23.89736096,-24.15551198
HEATLEY,146.74587366,146.76168142,-19.28162668,-19.30402403
COOMOO,149.42096113,149.60695047,-23.75049759,-23.96874176
SUNDOWN,146.01131528,151.75152151,-17.48412444,-28.90060345
KINLEYMORE,151.61664872,151.68583751,-26.14021900,-26.21257708
ADARE,152.24783779,152.33694629,-27.48138759,-27.54241498
BANGALEE,150.76187348,150.76503520,-23.07205530,-23.07725304
SCOTTVILLE,147.80697035,147.84347700,-20.56444571,-20.60031538
WILSONTON HEIGHTS,151.92023011,151.93333866,-27.52679750,-27.53863914
MACKAY,149.17211454,149.19768664,-21.13599729,-21.15212134
TOOLBURRA,151.93834486,151.98719572,-28.15664300,-28.17864879
MACKNADE,146.21958062,146.28589351,-18.50928639,-18.59220590
WOONGOOLBA,153.28412346,153.35459000,-27.69957224,-27.76648595
WERANGA,150.66379601,150.81648272,-27.17831838,-27.35968612
RIVERVIEW,152.81697590,152.85877857,-27.58197424,-27.60732376
BERAT,152.02928555,152.10944794,-28.01899541,-28.07576691
BOLLON,146.97989040,147.79652776,-27.77820590,-28.84910168
SLADE POINT,149.19758261,149.22812136,-21.06477307,-21.09452464
GLAN DEVON,151.98760223,152.04121915,-26.57930376,-26.65768576
WOOROONOORAN,145.85838393,145.85972845,-17.44350022,-17.44392455
GLEN NIVEN,151.95529164,151.98639600,-28.56847020,-28.60308338
DAINTREE,145.31575953,145.34434212,-16.24329027,-16.27022871
SOUTH RIPLEY,152.78972171,152.87028483,-27.68712994,-27.75742000
WATERFORD WEST,153.10298867,153.14573178,-27.67811108,-27.70698903
WIDGEEGOARA,145.90855141,146.74869151,-28.19929885,-28.53553291
MILLMERRAN DOWNS,151.05016477,151.09583353,-27.97385398,-28.00319108
BELLTHORPE,152.67336231,152.76686319,-26.82488720,-26.85680977
BERGEN,151.87798822,151.93054406,-27.23167375,-27.27970214
YARRAMAN,151.89082965,152.04940630,-26.77862061,-26.88600478
MOUNT MORT,152.39384840,152.48872744,-27.71209232,-27.84990682
BURDELL,146.68156395,146.71152431,-19.23638590,-19.26113921
KALAPA,150.13601802,150.29226340,-23.42509946,-23.52889350
MOUNT MACKAY,145.96043395,146.02297886,-17.91086226,-17.96925067
INJUNE,148.41408027,148.69482883,-25.78446104,-25.91897874
RHYDDING,149.39956993,149.70257568,-24.63475225,-24.83267895
MURGON,151.89565477,151.98996149,-26.18941289,-26.29894090
GLADSTONE HARBOUR,151.25760813,151.37538414,-23.75949302,-23.88031419
WORONGARY,153.31227639,153.35548530,-28.01834288,-28.06279985
WAHOON,151.66333918,151.68543616,-25.88070517,-25.88937571
EGYPT,152.07752118,152.11981186,-27.65806048,-27.69313672
MUNIGANEEN,151.84968603,151.90268576,-27.35661671,-27.39982661
TANBY,150.69573458,150.77906246,-23.18873125,-23.25882015
ROSSVILLE,145.19408704,145.32936215,-15.64264066,-15.86187387
MOUNT KYNOCH,151.93610092,151.95975724,-27.50326419,-27.51914626
SEISIA,142.36717547,142.37145846,-10.84837494,-10.85623783
LONESOME CREEK,150.05466346,150.17074456,-24.78131514,-25.02548689
GROGANVILLE,144.42517858,144.42517858,-16.37798916,-16.37798916
WYREEMA,151.79846585,151.88485806,-27.63408709,-27.67988379
JAGGAN,145.50772416,145.63706103,-17.37297334,-17.43655209
EAST END,150.94068377,151.08005959,-23.82093964,-23.97851788
WONBAH,151.55283090,151.65633177,-25.03413966,-25.11099656
TANAWHA,153.00978140,153.05016319,-26.69995676,-26.73977004
CROSSDALE,152.49422815,152.63674267,-27.06147014,-27.21829085
COES CREEK,152.93295704,152.95499760,-26.64289621,-26.65757342
MOUNT GARNET,144.98427381,145.20013763,-17.54974556,-17.73834082
ILBILBIE,149.23368394,149.47624969,-21.63098539,-21.76951159
OOMBABEER,149.35058379,149.70025815,-24.39881882,-24.64561216
CAIRNS NORTH,145.75328194,145.77088954,-16.89250198,-16.91863184
RICHMOND,142.96555522,149.15978815,-20.37348120,-21.10586886
WILLOWBANK,152.65324830,152.69681820,-27.65628696,-27.70346335
COOYA BEACH,145.40332013,145.40798441,-16.43861693,-16.45356341
CHILLAGOE,144.38661961,144.61609643,-17.07781767,-17.25892641
STEWART CREEK VALLEY,145.28237524,145.33235598,-16.25361703,-16.32360560
DALRYMPLE CREEK,146.02362493,146.05663622,-18.45664083,-18.56339356
PRAIRIE,144.39058553,144.97991394,-20.54579763,-22.11908918
CONSUELO,148.19831287,148.66171025,-24.55585808,-24.85077804
BONNIE DOON,145.38030547,145.40530692,-16.44345913,-16.48443694
BORALLON,152.68665602,152.71732192,-27.47968455,-27.51672786
INNISFAIL,146.01932245,146.03692905,-17.51527992,-17.52937158
GREENLANDS,151.73955993,151.84502494,-28.62133472,-28.68625873
SOUTH BINGERA,152.17869223,152.25881307,-24.94089492,-24.99413771
O'REILLY,153.11587682,153.13683937,-28.20924400,-28.23749503
STORM KING,151.96256993,152.00098858,-28.69798224,-28.74961746
HAWTHORNE,153.05333187,153.06508477,-27.45642436,-27.47276563
COORUMBA,145.88483393,145.93515258,-17.55146942,-17.59563182
WEST WOOMBYE,152.89292605,152.96154036,-26.65229811,-26.67801043
DIMBULAH,144.93931862,145.19249899,-17.04497328,-17.28587794
TOONPAN,146.85746945,146.88344502,-19.48321476,-19.52953279
CLAIRVIEW,149.39693160,149.53613819,-21.96706221,-22.12119798
DELANEYS CREEK,152.72959770,152.81270108,-26.98467048,-27.03998062
PLAINLAND,152.39141337,152.44956817,-27.55254093,-27.60387794
MORVEN,146.93416748,147.29531009,-26.25945111,-26.75620711
KEARNEYS SPRING,151.92966413,151.95331809,-27.58365066,-27.62253780
MOUNT TULLY,151.92673263,151.96441834,-28.69823062,-28.77246815
GAIRLOCH,146.15968209,146.20177109,-18.58269867,-18.62707821
KOORINGAL,153.41925557,153.42284285,-27.34638127,-27.35516585
PEAK VALE,146.79631215,147.48237631,-22.87085085,-23.27373783
DUNDAS,152.59401995,152.74809500,-27.25755205,-27.35190895
LANSDOWNE,145.99827168,146.27049836,-24.98658038,-25.23382909
CAPE HILLSBOROUGH,149.00430130,149.05078158,-20.91679060,-20.94001716
BUNDALL,153.39640129,153.41481901,-27.99713544,-28.02858379
TANSEY,151.94914748,152.17996198,-25.89393102,-26.08148326
AITKENVALE,146.76105951,146.77767772,-19.28891244,-19.30827204
NORWELL,153.27439699,153.34330998,-27.74986417,-27.80059096
OAKY CREEK,152.91712435,152.97283356,-28.16671388,-28.24826613
SUNNY NOOK,151.86207295,151.91786202,-26.10255591,-26.12993646
BELCONG,148.03761930,148.26416091,-22.94375073,-23.12730419
PEACOCK SIDING,145.96040582,146.05013733,-18.65231498,-18.72309215
MOUNT JULIAN,148.59255721,148.62172990,-20.36195020,-20.38656039
LAKE EACHAM,145.61114806,145.67422407,-17.26895801,-17.32577404
BARMARYEE,150.66983727,150.72035730,-23.12452369,-23.15528434
WINSTON,139.49383666,139.50444619,-20.70435050,-20.71475459
BUCCAN,153.10849749,153.16155256,-27.71565074,-27.76659589
WATTLE RIDGE,150.93315278,151.02061213,-27.97852378,-28.02194343
GLAMORGAN VALE,152.58426882,152.66526470,-27.48711295,-27.53552540
LANNERCOST,145.89599583,146.06460741,-18.52533984,-18.66337675
EAST TOOWOOMBA,151.95680714,151.98103116,-27.55245592,-27.57190581
REDHILL FARMS,151.93644945,151.96991540,-25.01477949,-25.03903434
MISSEN FLAT,151.94946841,151.99051561,-27.89633790,-27.92109099
ISIS RIVER,152.33860711,152.44861092,-25.18980110,-25.32753171
BARDON,152.96202417,152.99383924,-27.44745509,-27.47158773
HALY CREEK,151.67286105,151.78461324,-26.62989338,-26.73487474
MABUIAG ISLAND,142.18155070,142.19371606,-9.95210046,-9.95665537
TINNANBAR,152.94895273,152.98148542,-25.75789313,-25.79218731
PUNCHS CREEK,151.34872525,151.43516624,-27.91105551,-28.03784348
TAIGUM,153.03580427,153.05483142,-27.33245751,-27.35192321
GOWRIE MOUNTAIN,151.81615883,151.82952750,-27.50668392,-27.52721862
LOWMEAD,151.60191746,151.79624546,-24.48387333,-24.74579838
KABAN,145.37366621,145.45341988,-17.46242079,-17.54723009
KALUNGA,145.34154823,145.41869561,-17.38671900,-17.48755059
CLINTON,151.20337597,151.23661558,-23.86633749,-23.88946508
THORNTON BEACH,145.42612003,145.44499553,-16.14146788,-16.17385496
DIGLUM,150.95622172,151.21746992,-24.14192187,-24.32834367
DARR CREEK,151.10147612,151.21390603,-26.48001002,-26.56681485
REID RIVER,146.79260051,147.00176699,-19.69285238,-19.79267474
DOOLANDELLA,152.97161782,152.99472553,-27.60417714,-27.62260336
CUNGULLA,147.10807688,147.11438633,-19.38626229,-19.40603902
SOUTHERN MORETON BAY ISLANDS,153.36675528,153.40432072,-27.73527844,-27.73969992
TARA,150.28768560,150.59884170,-26.97800554,-27.51223318
HERMIT PARK,146.79638200,146.81061441,-19.27298528,-19.29460333
LAWN HILL,138.09608606,139.21304236,-18.72133619,-18.91555668
WALHALLOW,148.09904750,148.36960970,-26.24421460,-26.49334841
SOUTH NANANGO,151.89880576,152.02527776,-26.69450217,-26.80343879
SABINE,151.70249938,151.72747815,-27.34129900,-27.36697949
GLENMORAL,149.74608671,150.05424055,-24.87755130,-25.10169964
BLOOMSBURY,148.48586298,148.66808214,-20.55932759,-20.78943102
BALD KNOB,152.88317139,152.93387789,-26.75472545,-26.81000842
RIORDANVALE,148.63027876,148.66254831,-20.27158325,-20.30223551
ALTON DOWNS,150.28533821,150.44950413,-23.25356828,-23.37958176
NORTH LAKES,152.99403819,153.03213949,-27.20321782,-27.24466699
NO 6 BRANCH,145.91810901,145.98339260,-17.57817549,-17.61128858
MCINTOSH CREEK,152.63243261,152.65151370,-26.24160410,-26.27997121
TUGUN,153.48101099,153.50254983,-28.13721864,-28.15927111
MONDURAN,151.80243758,151.97860572,-24.73970592,-24.96361488
WARNUNG,151.81767039,151.85170050,-26.14649925,-26.16395893
EULEILAH,151.81547266,151.90791363,-24.45587937,-24.54048177
SILVERWOOD,151.98104478,152.04001744,-28.27256796,-28.39959212
EVERTON HILLS,152.96144895,152.98350312,-27.37976038,-27.40090162
MALMOE,151.16151149,151.24899583,-25.45795532,-25.51245234
NORTH MACKAY,149.16604893,149.20348367,-21.10973816,-21.13256785
HORTON,152.31069160,152.34689075,-25.21087604,-25.24638133
DUCKLO,150.96189710,151.12100797,-27.18868627,-27.36726824
NEW FARM,153.03804312,153.05456538,-27.45658478,-27.47524738
GLEN BOUGHTON,145.80902497,145.82796856,-16.93556423,-16.94690732
MERRIMAC,153.35520744,153.39011083,-28.03559292,-28.06525597
PENTLAND,144.52067089,146.11345802,-19.71427161,-22.05586051
MONA PARK,147.17556156,147.27566727,-19.64720722,-19.76022395
SPRINGSURE,148.02115099,148.11932151,-24.05634254,-24.16765241
INGHAM,146.11339005,146.19836204,-18.62649580,-18.68428573
PELICAN,150.81058124,150.88998669,-26.56578986,-26.67248818
TARRAGINDI,153.03205852,153.05785103,-27.51378150,-27.53851952
MOUNT SYLVIA,152.17101623,152.24545723,-27.70466947,-27.76450824
THE GLEN,151.85256779,151.98876455,-28.28518134,-28.38649578
KOWGURAN,150.01070943,150.24153823,-26.46059035,-26.53456969
WILLAWONG,152.99119388,153.03196817,-27.57414516,-27.61157701
MOFFAT BEACH,153.12937013,153.14805721,-26.78835638,-26.79880998
CHEESEBOROUGH,147.73884407,148.01960474,-22.68887773,-22.93093406
SOLDIERS HILL,139.48605322,139.49335184,-20.69551704,-20.71592908
MURRAYS BRIDGE,152.08231439,152.14543717,-28.27255702,-28.34642918
WYCHIE,150.82740477,150.88824002,-26.72325906,-26.82930286
JACOBS WELL,153.33659160,153.38713280,-27.76147030,-27.80370323
BEELBEE,150.79269230,150.86131625,-27.07098618,-27.18303388
MUNBURA,149.10646436,149.16513927,-21.32967426,-21.40862304
BRANCH CREEK,151.32334486,151.53738543,-25.32329535,-25.47201515
BUNGUNYA,149.59608153,149.76067972,-28.31954865,-28.55583339
BIDDESTON,151.69546671,151.77366482,-27.50801548,-27.61653954
DUNDARRAH,151.88757838,151.95909710,-25.63570280,-25.67815457
MIDGEE,150.52428331,150.63090411,-23.42540297,-23.56053262
BAFFLE CREEK,151.88356894,152.01711216,-24.43163884,-24.51402091
RANSOME,153.16810276,153.19017653,-27.47486569,-27.50103768
MOUNT KELLY,147.27754201,147.34480756,-19.61752191,-19.70404550
THE DAWN,152.66585855,152.69884989,-26.23056080,-26.26857568
ARCTURUS,148.10656639,148.49807446,-23.80568566,-24.14975438
ARBOUIN,143.85664105,144.11849866,-16.95865768,-17.03788309
LYNFORD,152.44424149,152.45843203,-27.46605752,-27.48346755
SUJEEWONG,150.44664764,150.63371180,-25.66169258,-25.84873179
BLACKROCK,146.15511854,146.25039366,-18.65438210,-18.74691200
COOLADDI,145.28246183,145.62834100,-26.24152936,-27.02069457
MANEROO,143.39798243,143.99499220,-23.33126454,-23.76442707
SEXTON,152.43395057,152.53131175,-25.99320148,-26.08962834
PARK RIDGE,153.02755700,153.09750204,-27.68716602,-27.72033986
JOBS GATE,146.59378746,146.86084755,-28.58259624,-28.95882566
BUXTON,152.42294354,152.54391457,-25.15262502,-25.22305826
HABANA,149.02164603,149.13827500,-20.97964411,-21.07190426
DAMPER CREEK,146.03534670,146.14078570,-18.29742012,-18.42335815
NEWTOWN,151.91538166,152.78323323,-27.54225944,-27.61995039
CHAHPINGAH,151.24353600,151.53915261,-26.38599714,-26.55459618
NORWIN,151.32710778,151.43453313,-27.47813883,-27.60923289
WRATTENS FOREST,152.33213800,152.40469899,-26.32555600,-26.40381876
GILBERT RIVER,142.47881465,142.82069482,-18.09767801,-18.22155133
STOCKHAVEN,151.88446258,151.98707127,-25.66927499,-25.76794942
LAKE BORUMBA,152.44552641,152.58336150,-26.48511335,-26.56529723
POSTMANS RIDGE,152.02306426,152.08265456,-27.50972758,-27.55020992
THE SUMMIT,151.90331926,151.96446354,-28.56207547,-28.59903510
BAKING BOARD,150.51823180,150.61484233,-26.63832034,-26.74700035
KARALEE,152.79065154,152.85156824,-27.53170419,-27.58453012
